Realm Name	Export Time	PMktPrice Date	Reserved	Item ID	Item Name	AH MarketPrice Coppers	AH Quantity	AH MarketPrice	AH MinimumPrice	14-day Median Market Price	Median Market Price StdDev	14-day Todays PMktPrice	PMktPrice StdDev	Daily Price Change	Avg Daily Posted	Avg Estimated Daily Sold	Estimated Demand
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10508	Mithril Blunderbuss	500000	3	50	50	25	0	25	0	0	0.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10518	Parachute Cloak	8755891	1	875.5891	875.5891	932.79	61.94	835.41	23.27	-0.0166	0.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10546	Deadly Scope	0	0	0	0	50	5.35	62.5	3.27	0.0272	0.71	0.07	0.0986
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10553	Foreman Vest	363177070	3	36317.707	36317.707	150000	71188.07	52835.56	53236.47	-0.0807	2.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10558	Gold Power Core	697989	401	69.7989	0.4899	1.18	0.82	1.23	0.82	-0.0153	126.43	13.07	0.1034
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10559	Mithril Tube	222999	66	22.2999	22.2998	14.97	7.91	17.16	8.2	0.0215	36.14	12.14	0.3359
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10560	Unstable Trigger	256000	4	25.6	25.6	4	6.09	10.76	5.32	0.1239	10.07	1.57	0.1559
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10561	Mithril Casing	9799	75	0.9799	0.9799	3.9	4.38	0.99	3.89	-0.1117	70.29	1.07	0.0152
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10562	Hi-Explosive Bomb	0	0	0	0	2.07	1.13	2.98	1.01	0.056	39.71	4.29	0.108
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10567	Quillshooter	0	0	0	0	467	0	467	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10570	Manslayer	20000000	2	2000	2000	2499.4	366.46	2257.78	269.76	0.0005	2.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10571	Ebony Boneclub	0	0	0	0	22065.72	2152.08	22554.2	1881.8	0.0078	0.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10573	Boneslasher	7000000	3	700	700	3490	1363.01	1160.33	736.69	-0.0809	5.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10581	Death's Head Vestment	0	0	0	0	2048	0	2048	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10592	Catseye Elixir	15000	40	1.5	1.5	1.52	0.01	1.5	0	-0.0011	6.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10593	Imperfect Draenethyst Fragment	550000	3	55	55	100.75	92.8	37.5	43.85	-0.1219	20.07	0.29	0.0144
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10601	Schematic: Bright-Eye Goggles	999999	4	99.9999	99.9999	98.88	39.34	132.44	20.98	0.0803	4.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10602	Schematic: Deadly Scope	1476999	1	147.7	147.7	47.6	5.83	51	5.09	0.0142	4.57	0.07	0.0153
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10603	Schematic: Catseye Ultra Goggles	124500	2	12.45	12.45	25	66.42	7.49	30.54	-0.1526	2.07	0.14	0.0676
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10604	Schematic: Mithril Heavy-Bore Rifle	500000	1	50	50	50	318.06	13.88	269.41	-0.1383	1.07	0.07	0.0654
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10606	Schematic: Parachute Cloak	1267500	1	126.75	126.75	300	286.99	95.06	141.82	-0.1397	3.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10608	Schematic: Sniper Scope	55610000	1	5561	5561	3396.86	29819.22	5142.1	27813.66	-0.0929	3.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10609	Schematic: Mithril Mechanical Dragonling	0	0	0	0	55	222.5	413.47	144.58	1.0372	0.93	0.07	0.0753
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10620	Thorium Ore	11800	535	1.18	1.0998	1.71	0.76	1.08	0.66	-0.055	7429.14	2889.29	0.3889
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10623	Winter's Bite	24051323	1	2405.1323	2405.1323	199	0	199	0	0	0.29	0.07	0.2414
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10625	Stealthblade	0	0	0	0	5999	0	5999	0	0	0.29	0.07	0.2414
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10626	Ragehammer	0	0	0	0	1424.83	0	1424.83	0	0	0.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10627	Bludgeon of the Grinning Dog	0	0	0	0	175	0	175	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10628	Deathblow	0	0	0	0	3498	0.62	3498.31	0.52	0	2.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10629	Mistwalker Boots	0	0	0	0	9116.94	0	9116.94	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10631	Murkwater Gauntlets	1500000	1	150	150	200	253.58	169.57	254.58	-0.0619	0.79	0.07	0.0886
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10633	Silvershell Leggings	65063177	1	6506.3177	6506.3177	5848.84	1571.51	7279.91	797.94	0.0531	1.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10644	Recipe: Goblin Rocket Fuel	299999	1	29.9999	29.9999	38.79	11.43	29.88	9.6	-0.0372	6.5	0.14	0.0215
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10713	Plans: Inlaid Mithril Cylinder	217565	3	21.7565	21.7565	50	19.97	18.66	2.34	-0.0789	0.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10726	Gnomish Mind Control Cap	0	0	0	0	236.58	1.31	237.1	1.38	0.0002	2	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10728	Pattern: Black Swashbuckler's Shirt	0	0	0	0	320	214.26	6.75	120.66	-0.1611	2	0.29	0.145
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10822	Dark Whelpling	18840000	3	1884	1884	1884	609.42	1760.68	597.47	0.0055	20.43	0.29	0.0142
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10858	Plans: Solid Iron Maul	0	0	0	0	42	0	56	0	0.0204	0.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10938	Lesser Magic Essence	24552	1778	2.4552	0.99	2.9	2.35	2.32	2.21	-0.0484	340.14	63.93	0.188
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10939	Greater Magic Essence	99899	71	9.9899	7.35	3.25	2.27	2.91	2.2	-0.0332	116.14	46.21	0.3979
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10940	Strange Dust	15600	6717	1.56	0.9399	1.66	0.75	2.06	0.75	0.0186	1972	822.14	0.4169
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10978	Small Glimmering Shard	199	128	0.0199	0.018	0.07	0.04	0.05	0.04	-0.02	194.21	42.5	0.2188
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	10998	Lesser Astral Essence	59499	33	5.9499	5.9498	1.2	1.69	2.36	1.57	0.0339	177.14	52	0.2936
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11023	Ancona Chicken	0	0	0	0	199.14	264.81	325.55	264.8	0.0863	4.5	0.07	0.0156
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11026	Tree Frog Box	49999	3	4.9999	4.9999	20	4.96	11.34	2.22	-0.0563	13	0.07	0.0054
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11027	Wood Frog Box	2505000	1	250.5	250.5	150	87.7	54.55	70.01	-0.0893	3	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11038	Formula: Enchant 2H Weapon - Lesser Spirit	0	0	0	0	20	12.68	1.75	7.55	-0.1394	1.43	0.07	0.049
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11039	Formula: Enchant Cloak - Minor Agility	500000	1	50	50	50	98.89	35.29	90.97	-0.0832	1	0.29	0.29
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11081	Formula: Enchant Shield - Lesser Protection	399000	1	39.9	39.9	68.9	20.59	40.92	14.85	-0.0398	4.5	0.14	0.0311
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11082	Greater Astral Essence	7200	170	0.72	0.7199	1.18	0.31	0.95	0.29	-0.0278	350.36	26.79	0.0765
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11083	Soul Dust	120000	167	12	5.2432	1.34	1.03	0.28	0.69	-0.1197	1001.36	352.79	0.3523
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11084	Large Glimmering Shard	3234	67	0.3234	0.3231	3.4	8.32	0.24	5.4	-0.151	210.14	5.07	0.0241
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11108	Faded Photograph	135000000	1	13500	13500	13500	2661.33	11142.28	2270.5	-0.0104	1.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11134	Lesser Mystic Essence	2445	59	0.2445	0.2199	1.78	1.92	0.41	1.59	-0.1155	576.71	37.14	0.0644
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11135	Greater Mystic Essence	5155	54	0.5156	0.47	1.75	1.81	2.18	1.85	0.0057	353.93	38.71	0.1094
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11137	Vision Dust	29600	383	2.96	2.96	2.44	0.56	2.05	0.53	-0.0212	1836.14	499.71	0.2722
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11138	Small Glowing Shard	900	78	0.09	0.0585	0.13	0.11	0.19	0.11	0.0197	1198	35.14	0.0293
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11139	Large Glowing Shard	10000	68	1	0.9999	1	21.88	0.09	18.51	-0.2104	57.36	14.07	0.2453
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11144	Truesilver Rod	0	0	0	0	20	0	20	0	0	0.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11150	Formula: Enchant Gloves - Mining	399999999	1	39999.9999	39999.9999	60000	324055.8	0.16	242240.8	-0.1911	3.14	0.21	0.0669
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11163	Formula: Enchant Bracer - Lesser Dodge	0	0	0	0	2500	0	2500	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11164	Formula: Enchant Weapon - Lesser Beastslayer	2001681	1	200.1681	200.1681	53	29.26	24.72	24.46	-0.0482	1	0.07	0.07
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11165	Formula: Enchant Weapon - Lesser Elemental Slayer	4000000	2	400	400	77	111.79	161.94	108.37	0.0893	2	0.21	0.105
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11166	Formula: Enchant Gloves - Skinning	1448549	1	144.855	144.855	1050	603.53	108.64	185.33	-0.144	6.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11167	Formula: Enchant Boots - Lesser Spirit	0	0	0	0	3.59	212.47	59.51	198.63	-0.0481	2.07	0.21	0.1014
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11168	Formula: Enchant Shield - Lesser Parry	499999999	3	49999.9999	49999.9999	135000.24	69984.2	11286.08	29870.64	-0.1287	2.14	0.07	0.0327
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11174	Lesser Nether Essence	35000	36	3.5	3.5	5.65	2.06	4.39	1.98	-0.0322	121.43	42.5	0.35
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11175	Greater Nether Essence	102190	11	10.219	10.219	10.1	3.97	4.25	2.72	-0.0764	145.5	40	0.2749
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11176	Dream Dust	39600	998	3.96	3.92	1.94	0.73	2.14	0.75	0.016	1174.14	562.93	0.4794
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11177	Small Radiant Shard	1748	99	0.1748	0.1748	0.93	1.46	2.65	1.24	0.1141	161.07	39	0.2421
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11178	Large Radiant Shard	19844	14	1.9844	1.9305	5.66	12.23	6.45	12.49	-0.0238	64.86	10.5	0.1619
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11184	Blue Power Crystal	0	0	0	0	0.21	0	0.21	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11185	Green Power Crystal	0	0	0	0	5	2.34	1.49	0.88	-0.1257	4.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11202	Formula: Enchant Shield - Stamina	440000	1	44	44	49.9	16.91	31.96	14.57	-0.0346	2.79	0.36	0.129
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11203	Formula: Enchant Gloves - Advanced Mining	150008768	2	15000.8768	15000.8768	18999.99	8787.19	10481.64	7981.76	-0.0568	4.43	0.14	0.0316
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11204	Formula: Enchant Bracer - Greater Spirit	0	0	0	0	26.9	9.74	27.66	10.11	0.0056	3.5	0.07	0.02
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11207	Formula: Enchant Weapon - Fiery Weapon	2783713	2	278.3713	278.3713	419	182.98	296.09	168.71	-0.0177	2.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11208	Formula: Enchant Weapon - Demonslaying	0	0	0	0	10	21.7	31.15	19.11	0.081	3.36	0.43	0.128
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11223	Formula: Enchant Bracer - Dodge	2170575	7	217.0575	217.0575	222.22	89.36	301.53	71.61	0.0612	2.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11225	Formula: Enchant Bracer - Greater Stamina	99999998	1	9999.9998	9999.9998	9999	6275.22	10195.46	3845.84	0.0985	1.86	0.07	0.0376
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11226	Formula: Enchant Gloves - Riding Skill	19930000	4	1993	1993	2489.11	334.56	1885.85	133.14	-0.0233	6.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11287	Lesser Magic Wand	0	0	0	0	4.5	3.3	6.11	2.89	0.0904	1.14	0.36	0.3158
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11288	Greater Magic Wand	40000	33	4	4	3.65	3.33	9.73	0.99	0.1728	8.64	0.07	0.0081
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11289	Lesser Mystic Wand	0	0	0	0	2.25	0	2.25	0	0	0.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11291	Star Wood	81999	300	8.2	8.2	8.2	2.97	5.05	2.55	-0.0374	596.79	51.5	0.0863
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11302	Uther's Strength	234000	1	23.4	23.4	41.89	24.6	40.09	24.26	-0.0225	7.29	0.43	0.059
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11303	Fine Shortbow	0	0	0	0	16.65	10.54	13.79	8.13	0.0658	0.79	0.14	0.1772
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11304	Fine Longbow	0	0	0	0	4.39	1.04	2.23	0.33	-0.0555	1	0.36	0.36
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11305	Dense Shortbow	0	0	0	0	160.98	88.32	214.64	59.25	-0.6352	0.29	0.07	0.2414
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11308	Sylvan Shortbow	0	0	0	0	55	0	55	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11325	Dark Iron Ale Mug	99499	24	9.95	9.95	10	0.02	9.96	0.02	-0.0004	34.21	0.43	0.0126
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11370	Dark Iron Ore	1350000	5	135	135	3.96	13.81	11.44	13.49	0.0509	114.79	66.5	0.5793
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11371	Dark Iron Bar	1494900	78	149.49	149.49	149.25	56.65	182.96	54.97	0.0126	100.86	19.43	0.1926
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11382	Blood of the Mountain	7909997	11	790.9997	790.9997	268.51	53.17	274.87	55.07	0.0042	18.07	5.79	0.3204
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11391	Spined Bat Wing	0	0	0	0	10600	0	10614	0	0.0001	0.07	0.07	1
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11411	Large Bear Bone	0	0	0	0	9.98	0	9.98	0	0	2.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11415	Mixed Berries	0	0	0	0	0.06	0	0.06	0	0	4.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11603	Vilerend Slicer	1021249	3	102.1249	102.1249	620.69	438.65	232.8	409.74	-0.0797	6.43	0.14	0.0218
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11605	Dark Iron Shoulders	44635523	1	4463.5524	4463.5524	3920.98	448.71	3947	322.67	-0.0081	3.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11607	Dark Iron Sunderer	34399390	1	3439.939	3439.939	3439.97	538.71	2945.84	448.15	-0.0217	4.29	0.14	0.0326
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11608	Dark Iron Pulverizer	0	0	0	0	2110.35	250.71	2156.75	234.66	0.0083	2.71	0.07	0.0258
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11610	Plans: Dark Iron Pulverizer	198998	4	19.8998	19.8998	44.9	29.34	45.54	30.49	0.0054	3.21	0.21	0.0654
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11611	Plans: Dark Iron Sunderer	999994	1	99.9995	99.9995	144.99	25.07	104.18	13.98	-0.0257	2.07	0.07	0.0338
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11612	Plans: Dark Iron Plate	86000	6	8.6	8.6	98.92	99.79	77.92	103.31	-0.0241	5.07	0.21	0.0414
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11732	Libram of Rumination	90000	1	9	9	9	1.53	7.87	1.26	-0.0034	1.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11733	Libram of Constitution	79498	3	7.9498	7.9498	8.95	26.33	30.2	25.06	0.1364	2.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11734	Libram of Tenacity	398999	3	39.8999	39.8999	21.7	10.97	36.93	7.65	0.0832	3.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11736	Libram of Resilience	95000	1	9.5	9.5	9.5	3.37	11.99	3.22	0.0192	1	0.07	0.07
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11737	Libram of Voracity	9870000	2	987	987	47.38	513.32	1161.67	300.04	0.2234	1.5	0.07	0.0467
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11754	Black Diamond	12500	19	1.25	1.25	0.82	5.97	0.17	5.34	-0.185	86.36	11.36	0.1315
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11813	Formula: Smoking Heart of the Mountain	0	0	0	0	12000	0	12000	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11818	Grimesilt Outhouse Key	0	0	0	0	9999	8162.52	1.5	3161.33	-0.3478	0.36	0.07	0.1944
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11825	Pet Bombling	2752785	1	275.2786	275.2786	265	57.74	261.6	54.17	0.0101	3.29	0.14	0.0426
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11826	Lil' Smoky	1749991	4	174.9991	174.9991	200	57.91	134.49	20.06	-0.0543	8.21	0.07	0.0085
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11967	Zircon Band	0	0	0	0	3	2	4.75	1.98	0.0412	0.86	0.29	0.3372
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11968	Amber Hoop	0	0	0	0	2000	0	2000	0	0	0.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11969	Jacinth Circle	9990000	1	999	999	500	611.15	1159.97	126.75	-0.9999	0.21	0.07	0.3333
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11970	Spinel Ring	500000	1	50	50	50	49.49	53.81	0	0.1402	0.14	0.07	0.5
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11971	Amethyst Band	80000	1	8	8	9	2.24	7.33	2.09	-0.0136	2.21	0.07	0.0317
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11972	Carnelian Loop	26073359	1	2607.3359	2607.3359	623	1145.66	2799.37	276.06	0.293	0.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11973	Hematite Link	309999	1	30.9999	30.9999	66	23.93	33.15	18.31	-0.0578	1.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11975	Topaz Ring	0	0	0	0	62.7	2.01	61	1.74	-0.0041	2.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11976	Sardonyx Knuckle	0	0	0	0	29.59	14.13	23.94	12.3	0.0123	1	0.07	0.07
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11977	Serpentine Loop	0	0	0	0	99	0	113	0	0.0094	0.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11978	Jasper Link	0	0	0	0	5	1.34	5.69	1.03	0.0356	0.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11979	Peridot Circle	0	0	0	0	175	0	175	0	0	0.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11981	Lead Band	10000000	1	1000	1000	1000	0	1000	0	0	0.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11982	Viridian Band	0	0	0	0	2	1.73	1.5	1.16	-0.2169	0.5	0.07	0.14
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11983	Chrome Ring	40000	1	4	4	13	6.71	1.2	4.31	-0.1185	0.43	0.14	0.3256
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11984	Cobalt Ring	0	0	0	0	85	15.21	63.14	11.31	-0.025	0.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11985	Cerulean Ring	0	0	0	0	10	0	10	0	0	0.14	0.07	0.5
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11986	Thallium Hoop	0	0	0	0	26.95	13.61	16.78	12.82	-0.0358	1	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11987	Iridium Circle	0	0	0	0	37.43	341.26	280.89	338.85	0.1931	0.71	0.07	0.0986
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11988	Tellurium Band	490000	1	49	49	49	47.7	36.36	28.48	-0.0934	1.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11989	Vanadium Loop	0	0	0	0	6	1.91	9.33	0.61	0.1093	0.57	0.07	0.1228
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11990	Selenium Loop	73656	2	7.3656	7.3656	13.37	4.77	6.72	3	-0.0658	0.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11991	Quicksilver Ring	0	0	0	0	99.95	64.56	186.78	65.75	0.0513	1.14	0.07	0.0614
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11992	Vermilion Band	10000000	1	1000	1000	1000	469.31	216.07	287.39	-0.1146	0.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11993	Clay Ring	0	0	0	0	30	0	40	0	0.0286	0.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11994	Coral Band	0	0	0	0	7	16.72	31.33	11.07	0.3135	1.36	0.14	0.1029
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11995	Ivory Band	0	0	0	0	5	4	5.89	0	0.16	0.14	0.14	1
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11996	Basalt Ring	637476	1	63.7476	63.7476	63.75	42.62	96.6	36.7	0.099	1.21	0.14	0.1157
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11997	Greenstone Circle	0	0	0	0	2	1.16	1.46	0.58	-0.1247	1.14	0.14	0.1228
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11998	Jet Loop	0	0	0	0	1	0	1.33	0	0.8571	0.07	0.07	1
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	11999	Lodestone Hoop	0	0	0	0	15	129.94	50.98	120.73	-0.0512	0.43	0.07	0.1628
